SMILES                           Hf (kcal/mol)
OCCCC12CCC1N2                          -1.0885
OCCCC12CCC1O2                         -43.0685
OCCCC12CN1CC2                           2.4544
OCCOC12CC1CC2                         -40.2724
OCCOC12CC1OC2                         -60.9820
CCCCC1=CCCC1                          -15.0497
CCCCC1=CCOC1                          -39.6009
CCCCC1=NCCO1                          -49.4946
CCCOC1=NCCN1                          -40.8503
CCOCC1=CCCC1                          -40.0779
CCOCC1=CCOC1                          -64.2162
CCOCC1=NCCO1                          -70.5839
COCCC1=CCCC1                          -37.1825
COCCC1=CCOC1                          -61.5870
COCCC1=NCCO1                          -71.5992
OCCCC1=CCCC1                          -41.5437
OCCCC1=CCOC1                          -65.9676
OCCCC1=NCCO1                          -75.5456
OCCNC1=NCCO1                          -71.4364
OCCOC1=NCCN1                          -68.4237
CC1C(C)C1CCCO                         -47.5404
CC1C(C)C1OCCO                         -76.3136
CC1C(C)N1CCCO                         -29.8902
CC1C(CCCO)N1C                         -28.2386
CC1C(O)C1CCCO                         -77.1319
CC1C(O)C1OCCO                        -104.1857
CCCCC1C(C)C1C                         -21.0075
CCCCC1C(C)C1O                         -50.5155
CCCCC1C(C)N1C                          -1.8694
CCCCC1C(O)C1O                         -78.7647
CCCCN1C(C)C1C                          -3.6722
CCCOC1C(C)C1C                         -47.8021
CCCOC1C(C)C1O                         -76.0137
CCCOC1C(O)C1O                        -105.6735
CCOCC1C(C)C1C                         -46.3657
CCOCC1C(C)C1O                         -75.2839
CCOCC1C(C)N1C                         -26.8574
CCOCC1C(O)C1O                        -103.2488
COCCC1C(C)C1C                         -43.3531
COCCC1C(C)C1O                         -77.2097
COCCC1C(C)N1C                         -23.9313
COCCC1C(O)C1O                        -107.8196
COCCN1C(C)C1C                         -26.5273
OCCCC1C(O)C1O                        -105.2970
OCCOC1C(O)C1O                        -135.7858
CCCCC1C2CC1C2                          30.9073
CCCCC1C2CC1O2                           9.5588
CCCOC1C2CC1C2                           1.1721
CCCOC1C2CC1O2                         -19.3474
CCOCC1C2CC1C2                           5.7680
CCOCC1C2CC1O2                         -15.0634
CCOCC1C2CN1C2                          32.1519
COCCC1C2CC1C2                           8.7405
COCCC1C2CC1O2                         -12.4530
OCCCC1C2CC1C2                           4.3323
OCCCC1C2CC1O2                         -16.9127
OCCCC1C2CN1C2                          28.2846
OCCOC1C2CC1C2                         -27.1618
OCCOC1C2CC1O2                         -47.3720
CCCCC1C2CCC12                          17.2633
CCCCC1C2COC12                          -6.5594
CCCOC1C2CCC12                         -10.1921
CCCOC1C2COC12                         -32.0300
CCOCC1C2CCC12                          -7.6576
CCOCC1C2CCN12                           9.3991
CCOCC1C2COC12                         -31.1860
COCCC1C2CCC12                          -4.9825
COCCC1C2COC12                         -28.5781
COCCN1C2CCC12                          13.5965
OCCCC1C2CCC12                          -9.2583
OCCCC1C2CCN12                           6.8508
OCCCC1C2COC12                         -33.0817
OCCCN1C2CCC12                           7.6835
OCCOC1C2CCC12                         -39.0337
OCCOC1C2COC12                         -60.5020
CCCCC1CC(=N)O1                        -38.1655
CCCCC1CC(=O)C1                        -45.1130
CCCCC1CC(=O)N1                        -51.2861
CCCCC1CC(=O)O1                        -94.9805
CCCCN1CC(=O)C1                        -25.6718
CCCOC1CC(=O)C1                        -71.6918
CCOCC1CC(=N)O1                        -61.5923
CCOCC1CC(=O)C1                        -70.8101
CCOCC1CC(=O)N1                        -76.8948
CCOCC1CC(=O)O1                       -118.7957
COCCC1CC(=N)O1                        -59.8045
COCCC1CC(=O)C1                        -66.9955
COCCC1CC(=O)N1                        -72.8536
COCCC1CC(=O)O1                       -116.5718
COCCN1CC(=O)C1                        -48.4146
OCCCC1CC(=N)O1                        -64.8604
OCCCC1CC(=O)C1                        -71.6077
OCCCC1CC(=O)N1                        -77.8084
OCCCC1CC(=O)O1                       -121.2010
OCCCN1CC(=O)C1                        -51.8665
OCCOC1CC(=O)C1                        -99.8355
CC1CC(C1)OCCO                         -80.4790
CC1CC(CCCO)C1                         -51.8483
CC1CC(CCCO)O1                         -83.7251
CCCCC1CC(C)C1                         -25.2438
CCCCC1CC(C)O1                         -57.2957
CCCCC1CC(O)C1                         -54.6401
CCCOC1CC(C)C1                         -52.7958
CCCOC1CC(O)C1                         -81.4021
CCCOC1CN(C)C1                         -32.1348
CCOCC1CC(C)C1                         -50.8424
CCOCC1CC(C)O1                         -81.4761
CCOCC1CC(O)C1                         -80.2443
CN1CC(C1)OCCO                         -61.9063
COCCC1CC(C)C1                         -47.3384
COCCC1CC(C)O1                         -79.2422
COCCC1CC(O)C1                         -76.6738
COCCN1CC(O)C1                         -59.4948
OCCCC1CC(O)C1                         -81.2182
OCCCN1CC(O)C1                         -63.2510
OCCOC1CC(O)C1                        -110.5555
CC1(C)CC1CCCO                         -50.6598
CC1(C)CC1OCCO                         -78.8111
CC1(C)CN1CCCO                         -33.7983
CC1(C)OC1CCCO                         -84.3005
CC1(O)CC1CCCO                         -80.3560
CC1(O)CC1OCCO                        -108.0016
CCCCC1CC1(C)C                         -24.1387
CCCCC1CC1(C)O                         -53.8783
CCCCC1OC1(C)C                         -57.9540
CCCCN1CC1(C)C                          -7.5992
CCCOC1CC1(C)C                         -50.4615
CCCOC1CC1(C)O                         -79.5585
CCOCC1CC1(C)C                         -49.1211
CCOCC1CC1(C)O                         -78.6530
CCOCC1NC1(C)C                         -37.6669
CCOCC1OC1(C)C                         -81.7554
COCCC1CC1(C)C                         -46.4053
COCCC1CC1(C)O                         -76.0852
COCCC1OC1(C)C                         -79.9575
COCCN1CC1(C)C                         -29.4459
CCCCC1CC1C#C                           50.4055
CCCCC1CC1C#N                           21.6251
CCCCC1NC1C#C                           65.3135
CCCCC1NC1C#N                           37.6884
CCCCC1OC1C#C                           22.7210
CCCCC1OC1C#N                           -3.5330
CCCCN1CC1C#C                           69.7073
CCCCN1CC1C#N                           42.1681
CCCOC1CC1C#C                           27.5905
CCCOC1CC1C#N                           -3.0756
CCOCC1CC1C#C                           25.5925
CCOCC1CC1C#N                           -2.8785
CCOCC1NC1C#C                           41.1695
CCOCC1NC1C#N                           13.7464
CCOCC1OC1C#C                           -0.7666
CCOCC1OC1C#N                          -26.6724
COCCC1CC1C#C                           28.4960
COCCC1CC1C#N                            0.1028
COCCC1NC1C#C                           43.5603
COCCC1NC1C#N                           16.3361
COCCC1OC1C#C                            1.0092
COCCC1OC1C#N                          -24.8363
COCCN1CC1C#C                           49.6070
COCCN1CC1C#N                           19.6657
OCCCC1CC1C#C                           23.8706
OCCCC1CC1C#N                           -4.8715
OCCCC1NC1C#C                           38.8006
OCCCC1NC1C#N                           11.2257
OCCCC1OC1C#C                           -3.6268
OCCCC1OC1C#N                          -29.8231
OCCCN1CC1C#C                           43.4812
OCCCN1CC1C#N                           16.0010
OCCNC1CC1C#N                           10.2587
OCCOC1CC1C#C                           -2.2827
OCCOC1CC1C#N                          -30.7186
CCCCC1CC1C=O                          -37.1267
CCCCC1CN1C=O                          -30.2112
CCCCC1NC1C=O                          -22.8267
CCCCC1OC1C=O                          -64.3857
CCCCN1CC1C=O                          -16.9475
CCCOC1CC1C=O                          -63.1357
CCOCC1CC1C=O                          -61.8424
CCOCC1CN1C=O                          -53.4290
CCOCC1NC1C=O                          -47.0899
CCOCC1OC1C=O                          -87.9612
COCCC1CC1C=O                          -58.9345
COCCC1CN1C=O                          -51.8841
COCCC1NC1C=O                          -44.4669
COCCC1OC1C=O                          -85.9588
COCCN1CC1C=O                          -36.9946
OCCCC1CC1C=O                          -63.5536
OCCCC1CN1C=O                          -56.5521
OCCCC1NC1C=O                          -49.2567
OCCCC1OC1C=O                          -90.9205
OCCCN1CC1C=O                          -43.0161
OCCOC1CC1C=O                          -90.2158
CCC1CC1CCCO                           -48.1805
CCC1CC1CCOC                           -43.9134
CCC1CC1OCCO                           -76.1065
CCC1CN1CCCO                           -29.7766
CCC1CN1CCOC                           -25.8396
CCC1OC1CCCO                           -79.6946
CCC1OC1CCOC                           -75.3435
CCCCC1CC1CC                           -21.6714
CCCCC1CC1CO                           -47.8140
CCCCC1CC1OC                           -44.5598
CCCCC1CN1CC                            -3.7419
CCCCC1NC1CO                           -37.7108
CCCCC1OC1CC                           -53.3392
CCCCC1OC1CO                           -80.2726
CCCCN1CC1CO                           -29.9604
CCCOC1CC1CC                           -47.7701
CCCOC1CC1CO                           -76.8702
CCCOC1CC1OC                           -67.9978
CCN1CC1CCCO                           -30.1217
CCN1CC1CCOC                           -25.8226
CCOCC1CC1CC                           -46.6469
CCOCC1CC1CO                           -72.6973
CCOCC1CC1OC                           -69.5811
CCOCC1CN1CC                           -28.7939
CCOCC1NC1CC                           -34.3223
CCOCC1NC1CO                           -62.0738
CCOCC1OC1CC                           -77.1651
CCOCC1OC1CO                          -104.0476
COC1CC1CCCO                           -71.1360
COC1CC1OCCO                           -97.8453
COCCC1CC1CO                           -70.0372
COCCC1CC1OC                           -66.6399
COCCC1NC1CO                           -59.6153
COCCC1OC1CO                          -102.1431
COCCN1CC1CO                           -51.7701
OCCCC1CC1CO                           -74.2767
OCCCC1NC1CO                           -64.1879
OCCCC1OC1CO                          -106.6047
OCCCN1CC1CO                           -56.8743
OCCOC1CC1CO                          -102.1576
CCCCC1CC2CC12                          16.5756
CCCCC1CC2OC12                         -12.2535
CCCCC1OC2CC12                          -9.4868
CCCOC1CC2CC12                         -11.9014
CCCOC1CC2NC12                           5.8505
CCCOC1CC2OC12                         -37.5276
CCCOC1CN2CC12                           5.1113
CCOCC1CC2CC12                          -9.0525
CCOCC1CC2CN12                           9.5026
CCOCC1CC2NC12                           5.9402
CCOCC1CC2OC12                         -37.7253
CCOCC1OC2CC12                         -33.5611
COCCC1CC2CC12                          -5.5096
COCCC1CC2OC12                         -34.1315
COCCC1OC2CC12                         -31.4176
OCCCC1CC2CC12                         -10.0352
OCCCC1CC2CN12                           5.4828
OCCCC1CC2OC12                         -38.8755
OCCCC1OC2CC12                         -35.8886
OCCOC1CC2CC12                         -40.5001
OCCOC1CC2NC12                         -24.4481
OCCOC1CC2OC12                         -66.5600
OCCOC1CN2CC12                         -23.2044
CCCCC1CC=CC1                          -11.7050
CCCCC1CN=CO1                          -45.9115
CCCOC1CC=CC1                          -38.6484
CCCOC1CN=CO1                          -76.9393
CCOCC1CC=CC1                          -38.0774
CCOCC1CN=CO1                          -69.0239
COCCC1CC=CC1                          -33.8360
COCCC1CN=CO1                          -67.6936
OCCCC1CC=CC1                          -38.3277
OCCCC1CN=CO1                          -72.2826
OCCOC1CC=CC1                          -67.4536
OCCOC1CN=CO1                         -105.0498
CCCCC1CCC1=O                          -45.4895
CCCCC1CNC1=O                          -49.7851
CCCCC1COC1=N                          -34.7952
CCCCC1COC1=O                          -91.4596
CCCCC1NCC1=O                          -29.5699
CCCCC1OCC1=O                          -70.8804
CCCCN1CCC1=O                          -49.5008
CCCNC1COC1=N                          -17.3683
CCCNC1COC1=O                          -73.6951
CCCOC1CCC1=O                          -69.6869
CCCOC1CNC1=O                          -73.4849
CCCOC1COC1=N                          -58.5545
CCCOC1COC1=O                         -114.3479
CCOCC1CCC1=O                          -70.2522
CCOCC1CNC1=O                          -73.4660
CCOCC1COC1=N                          -58.5269
CCOCC1COC1=O                         -116.3089
CCOCC1NCC1=O                          -54.0735
CCOCC1OCC1=O                          -94.2143
COCCC1CCC1=O                          -67.5182
COCCC1CNC1=O                          -71.8113
COCCC1COC1=N                          -56.7454
COCCC1COC1=O                         -113.2165
COCCC1NCC1=O                          -51.2064
COCCC1OCC1=O                          -92.5144
COCCN1CCC1=O                          -72.3917
OCCCC1CCC1=O                          -71.7520
OCCCC1CNC1=O                          -76.7649
OCCCC1COC1=N                          -61.7122
OCCCC1COC1=O                         -117.5828
OCCCC1NCC1=O                          -56.0966
OCCCC1OCC1=O                          -97.1755
OCCCN1CCC1=O                          -75.6247
OCCNC1COC1=N                          -45.7969
OCCNC1COC1=O                         -102.1382
OCCOC1CCC1=O                          -98.0271
OCCOC1CNC1=O                         -101.6864
OCCOC1COC1=N                          -86.6538
OCCOC1COC1=O                         -142.1742
CC1CCC1CCCO                           -49.5874
CC1CCC1OCCO                           -80.0893
CC1COC1CCCO                           -78.8644
CC1OCC1CCCO                           -78.7000
CC1OCC1OCCO                          -107.6288
CCCCC1CCC1C                           -22.9791
CCCCC1CCC1O                           -53.8827
CCCCC1COC1C                           -52.1633
CCCCC1OCC1C                           -52.4563
CCCCC1OCC1O                           -81.4190
CCCOC1CCC1C                           -51.4310
CCCOC1CCC1O                           -82.6665
CCCOC1COC1C                           -79.3018
CCOCC1CCC1C                           -48.6674
CCOCC1CCC1O                           -79.1123
CCOCC1COC1C                           -77.6376
CCOCC1OCC1C                           -77.0660
CCOCC1OCC1O                          -105.1357
COCCC1CCC1C                           -45.1496
COCCC1CCC1O                           -75.1897
COCCC1COC1C                           -74.1123
COCCC1OCC1C                           -74.4537
COCCC1OCC1O                          -103.2620
OCCCC1CCC1O                           -79.8383
OCCCC1OCC1O                          -107.9055
OCCOC1CCC1O                          -110.5511
CCCCC1CCC=C1                          -11.6599
CCCCC1COC=N1                          -44.3314
CCCCC1OCC=C1                          -39.7051
CCCOC1CCC=C1                          -38.4011
CCCOC1OCC=C1                          -70.7442
CCOCC1CCC=C1                          -38.1269
CCOCC1COC=N1                          -68.7597
CCOCC1OCC=C1                          -62.4354
COCCC1CCC=C1                          -33.6948
COCCC1COC=N1                          -66.3388
COCCC1OCC=C1                          -61.7338
OCCCC1CCC=C1                          -38.2844
OCCCC1COC=N1                          -70.6755
OCCCC1OCC=C1                          -66.1326
OCCOC1CCC=C1                          -67.2120
OCCOC1OCC=C1                         -101.3874
CCCCC1CCCC1                           -39.7367
CCCCC1CCCO1                           -69.4010
CCCCC1CCOC1                           -65.9359
CCCCC1COCO1                           -97.1576
CCCCC1OCCO1                           -99.5233
CCCOC1CCCC1                           -67.0804
CCCOC1CCCO1                          -101.8520
CCCOC1CCOC1                           -92.6301
CCOCC1CCCC1                           -66.0055
CCOCC1CCCO1                           -92.0490
CCOCC1CCOC1                           -92.4155
CCOCC1COCO1                          -120.5988
CCOCC1OCCO1                          -122.7712
COCCC1CCCC1                           -61.9167
COCCC1CCCO1                           -91.5483
COCCC1CCOC1                           -87.9257
COCCC1COCO1                          -119.1606
COCCC1OCCO1                          -121.1962
OCCCC1CCCC1                           -66.4046
OCCCC1CCCO1                           -95.8486
OCCCC1CCOC1                           -92.4167
OCCCC1COCO1                          -123.5199
OCCCC1OCCO1                          -125.9885
OCCOC1CCCC1                           -95.7564
OCCOC1CCCO1                          -130.4777
OCCOC1CCOC1                          -121.1284
CCCCN=C(N)C#N                          27.2871
COCCN=C(N)C#N                           6.6238
NC(=NCCCO)C#N                          -2.8986
CCCCN=C(N)C=O                         -39.6825
COCCN=C(N)C=O                         -63.0158
NC(C=O)=NCCCO                         -69.1667
CCCCN=C1CCO1                          -30.3687
COCCN=C1CCO1                          -52.3152
OCCCN=C1CCO1                          -56.5798
CC(C)N=COCCO                          -87.2501
CCCOC=NC(C)C                          -58.9978
CCCOC=NC1CC1                          -20.0154
OCCOC=NC1CC1                          -48.2552
CCCOC=NCC#C                            19.9578
CCCOC=NCC#N                            -8.5428
OCCOC=NCC#C                            -7.7976
OCCOC=NCC#N                           -36.2724
CCCCN=CNC=O                           -48.0278
CCCCN=COC=O                           -81.0256
CCCOC=NCC=O                           -67.9220
COCCN=CNC=O                           -70.1148
COCCN=COC=O                          -101.2321
OCCCN=CNC=O                           -74.4729
OCCCN=COC=O                          -107.2166
OCCOC=NCC=O                           -95.7909
CCCCN=COCC                            -54.3530
CCCN=COCCO                            -84.9961
CCCOC=NCCC                            -54.3599
CCCOC=NCCO                            -86.1294
CCOC=NCCCO                            -80.7027
CCOC=NCCOC                            -77.3587
OCCOC=NCCO                           -114.0479
CCCCCC#CC#C                            77.3516
CCCCCC#CC#N                            53.2631
CCCOCC#CC#C                            56.5986
CCCOCC#CC#N                            33.4689
CCOCCC#CC#C                            52.1477
CCOCCC#CC#N                            28.3849
COCCCC#CC#C                            55.8877
COCCCC#CC#N                            32.0162
OCCCCC#CC#C                            50.9109
OCCCCC#CC#N                            26.9278
OCCNCC#CC#N                            44.2047
OCCOCC#CC#C                            28.2578
OCCOCC#CC#N                             5.6013
CCCCCC#CC=O                            -1.7977
CCCOCC#CC=O                           -22.8343
CCOCCC#CC=O                           -26.9438
COCCCC#CC=O                           -23.2484
OCCCCC#CC=O                           -28.1869
OCCOCC#CC=O                           -50.8833
CCC#CCCCCO                            -17.6933
CCC#CCCCOC                            -12.8741
CCC#CCOCCO                            -41.7275
CCCCCC#CCC                              8.8340
CCCCCC#CCO                            -14.4234
CCCOCC#CCC                            -13.0535
CCCOCC#CCO                            -36.1264
CCOCCC#CCC                            -16.7734
CCOCCC#CCO                            -39.9617
COCCCC#CCO                            -36.0718
OCCCCC#CCO                            -40.9356
OCCOCC#CCO                            -66.6591
CCCCCC(=O)C#C                          -1.8064
CCCCCC(=O)C#N                         -25.5178
CCCCNC(=N)C#N                          23.7856
CCCCNC(=O)C#C                          -5.3164
CCCCOC(=N)C#C                          10.0118
CCCCOC(=N)C#N                         -14.2041
CCCCOC(=O)C#C                         -43.8383
CCCCOC(=O)C#N                         -66.8726
CCCNCC(=O)C#N                          -8.5635
CCCOCC(=O)C#C                         -22.9409
CCCOCC(=O)C#N                         -46.1120
CCOCCC(=O)C#C                         -26.8064
CCOCCC(=O)C#N                         -50.0679
C[NH2+]CC[N-]C(=O)C#N                  37.2513
COCCCC(=O)C#C                         -23.5082
COCCCC(=O)C#N                         -46.9874
COCCNC(=N)C#N                           0.0890
COCCNC(=O)C#C                         -28.8480
COCCOC(=N)C#C                         -11.0023
COCCOC(=N)C#N                         -35.1253
COCCOC(=O)C#C                         -64.7770
COCCOC(=O)C#N                         -87.7065
[NH3+]CCC[N-]C(=O)C#N                  -6.8940
OCCCCC(=O)C#C                         -28.3890
OCCCCC(=O)C#N                         -51.9435
OCCCNC(=N)C#N                          -2.3521
OCCCNC(=O)C#C                         -31.3718
OCCCOC(=N)C#C                         -15.9401
OCCCOC(=N)C#N                         -39.9621
OCCCOC(=O)C#C                         -69.7079
OCCCOC(=O)C#N                         -92.5182
OCCNCC(=O)C#C                         -14.2860
OCCNCC(=O)C#N                         -35.8858
OCCOCC(=O)C#C                         -53.7579
OCCOCC(=O)C#N                         -75.5152
CCCCCC(=O)C=O                         -87.3023
CCCCNC(=N)C=O                         -37.0382
CCCCNC(=O)C=O                         -88.1278
CCCCOC(=N)C=O                         -77.5185
CCCCOC(=O)C=O                        -128.6752
CCCOCC(=O)C=O                        -108.2768
CCOCCC(=O)C=O                        -112.2006
COCCCC(=O)C=O                        -109.0336
COCCNC(=N)C=O                         -60.9180
COCCNC(=O)C=O                        -117.5548
COCCOC(=N)C=O                         -98.6122
COCCOC(=O)C=O                        -149.5631
OCCCCC(=O)C=O                        -113.7964
OCCCNC(=N)C=O                         -63.3195
OCCCNC(=O)C=O                        -114.1613
OCCCOC(=N)C=O                        -103.4534
OCCCOC(=O)C=O                        -153.5754
OCCNCC(=O)C=O                         -98.2106
OCCOCC(=O)C=O                        -137.9009
CCC(=N)OCCCO                          -91.7563
CCC(=N)OCCOC                          -87.0042
CCC(=O)CCCCO                         -106.9574
CCC(=O)CCCOC                         -102.1162
CCC(=O)COCCO                         -131.0525
CCC(=O)NCCCO                         -109.9334
CCC(=O)NCCOC                         -107.4070
CCC(=O)OCCCO                         -151.0518
CCC(=O)OCCOC                         -146.2012
CCCCCC(=O)CC                          -80.3102
CCCCCC(=O)CO                         -102.7663
CCCCCC(=O)NC                          -81.9766
CCCCCC(=O)OC                         -121.9373
CCCCNC(=O)CC                          -83.7681
CCCCNC(=O)CO                         -105.3952
CCCCNC(=O)NC                          -78.4710
CCCCNC(=O)OC                         -121.1181
CCCCOC(=N)CO                          -94.4728
CCCCOC(=N)OC                          -97.6066
CCCCOC(=O)CC                         -125.0598
CCCCOC(=O)CN                         -111.7707
CCCCOC(=O)CO                         -152.7976
CCCCOC(=O)NC                         -122.2213
CCCNCC(=O)OC                         -105.7134
CCCOCC(=N)OC                          -83.4456
CCCOCC(=O)CC                         -101.4843
CCCOCC(=O)CO                         -131.4384
CCCOCC(=O)NC                         -102.3054
CCCOCC(=O)OC                         -142.8045
CCOCCC(=N)OC                          -88.6482
CCOCCC(=O)CC                         -105.6898
CCOCCC(=O)CO                         -128.0793
CCOCCC(=O)NC                         -107.4327
CCOCCC(=O)OC                         -147.1575
CNC(=O)CCCCO                         -108.6307
CNC(=O)CCCOC                         -103.7166
CNC(=O)COCCO                         -135.5853
CNC(=O)NCCCO                         -104.7555
CNC(=O)NCCOC                         -102.3032
CNC(=O)OCCCO                         -148.2742
CNC(=O)OCCOC                         -143.4210
COC(=N)CCCCO                          -91.3817
COC(=N)CNCCO                          -78.5093
COC(=N)COCCO                         -118.0671
COC(=N)OCCCO                         -123.5917
COC(=O)CCCCO                         -148.5267
COC(=O)CNCCO                         -135.1849
COC(=O)COCCO                         -174.0438
COC(=O)NCCCO                         -147.2068
COCCCC(=N)OC                          -84.6962
COCCCC(=O)CO                         -124.4994
COCCCC(=O)OC                         -143.6554
COCCNC(=O)CO                         -136.7757
COCCNC(=O)OC                         -144.4966
COCCOC(=N)CO                         -116.5749
COCCOC(=N)OC                         -118.6664
COCCOC(=O)CN                         -132.8970
COCCOC(=O)CO                         -173.8354
NCC(=O)OCCCO                         -137.7151
OCCCCC(=O)CO                         -129.4021
OCCCNC(=O)CO                         -131.5190
OCCCOC(=N)CO                         -120.5577
OCCCOC(=O)CO                         -173.2870
OCCOCC(=O)CO                         -154.2339
CC(C)(C)CCCCO                         -85.7372
CC(C)(C)COCCO                        -115.3368
CC(C)(C)OCCCO                        -113.5308
CC(C)(O)CCCCO                        -118.7580
CC(C)(O)COCCO                        -147.8907
CCCCCC(C)(C)C                         -59.1521
CCCCCC(C)(C)O                         -92.1083
CCCCOC(C)(C)C                         -87.4936
CCCOCC(C)(C)C                         -86.9407
CCCOCC(C)(C)O                        -120.4278
CCOCCC(C)(C)C                         -84.4213
CCOCCC(C)(C)O                        -117.5293
COCCCC(C)(C)C                         -81.3879
COCCCC(C)(C)O                        -114.1771
COCCOC(C)(C)C                        -108.8245
CC(CCCCO)C#C                          -10.9263
CC(CCCCO)C#N                          -39.9470
CC(COCCO)C#C                          -39.1849
CC(COCCO)C#N                          -67.3303
CC(NCCCO)C#N                          -22.0828
CC(OCCCO)C#C                          -34.0475
CC(OCCCO)C#N                          -64.3006
CCCCCC(C)C#C                           15.5772
CCCCCC(C)C#N                          -13.5722
CCCCCC(N)C#N                            0.8125
CCCCCC(O)C#C                          -13.2317
CCCCCC(O)C#N                          -40.7427
CCCCNC(C)C#N                            3.9978
CCCCOC(C)C#C                           -8.1376
CCCCOC(C)C#N                          -35.8356
CCCOCC(C)C#C                          -11.0474
CCCOCC(C)C#N                          -39.6533
CCCOCC(N)C#N                          -25.5039
CCCOCC(O)C#C                          -36.9685
CCCOCC(O)C#N                          -64.2787
CCOCCC(C)C#C                           -9.4146
CCOCCC(C)C#N                          -38.2389
CCOCCC(N)C#N                          -26.1666
CCOCCC(O)C#C                          -38.3013
CCOCCC(O)C#N                          -65.4553
COCCCC(C)C#C                           -6.5237
COCCCC(C)C#N                          -35.4942
COCCCC(N)C#N                          -21.1421
COCCCC(O)C#C                          -35.1406
COCCCC(O)C#N                          -62.4576
COCCNC(C)C#N                          -19.4020
COCCOC(C)C#C                          -29.1215
COCCOC(C)C#N                          -56.8339
NC(CCCCO)C#N                          -25.5366
NC(CNCCO)C#N                          -12.8449
NC(COCCO)C#N                          -51.9089
OCCCCC(O)C#C                          -39.8136
OCCCCC(O)C#N                          -67.1859
OCCNCC(O)C#N                          -54.4691
OCCOCC(O)C#C                          -65.8189
OCCOCC(O)C#N                          -92.5699
CC(CCCCO)C=O                          -97.5862
CC(COCCO)C=O                         -126.4472
CC(OCCCO)C=O                         -123.5952
CCCCCC(C)C=O                          -71.1398
CCCCCC(O)C=O                         -104.4492
CCCCCN(C)C=O                          -74.7025
CCCCOC(C)C=O                          -97.6841
CCCOCC(C)C=O                          -98.3241
CCCOCC(O)C=O                         -127.8315
CCOCCC(C)C=O                          -96.1912
CCOCCC(O)C=O                         -129.6393
CCOCCN(C)C=O                         -100.1932
CN(CCCCO)C=O                         -101.1865
COCCCC(C)C=O                          -93.1007
COCCCC(O)C=O                         -126.2094
COCCCN(C)C=O                          -96.1639
COCCOC(C)C=O                         -118.6629
OCCCCC(O)C=O                         -131.0017
OCCOCC(O)C=O                         -155.7312
CC(CO)CCCCO                          -112.8117
CC(CO)COCCO                          -140.7007
CC(CO)OCCCO                          -141.5120
CCC(C)CCCCO                           -84.8254
CCC(C)CCCOC                           -80.4222
CCC(C)COCCO                          -113.4034
CCC(C)OCCCO                          -113.0934
CCC(C)OCCOC                          -108.5672
CCC(O)CCCCO                          -116.9846
CCC(O)CCCOC                          -112.3373
CCC(O)COCCO                          -144.4588
CCCCCC(C)CC                           -58.2548
CCCCCC(C)CO                           -86.2304
CCCCCC(C)OC                           -83.9488
CCCCCC(O)CC                           -90.3425
CCCCCC(O)CO                          -119.2549
CCCCOC(C)CC                           -87.0851
CCCCOC(C)CO                          -115.5256
CCCOCC(C)CC                           -84.9879
CCCOCC(C)CO                          -112.1070
CCCOCC(C)OC                          -108.6701
CCCOCC(O)CC                          -115.2270
CCCOCC(O)CO                          -145.7095
CCOCCC(C)CC                           -83.6331
CCOCCC(C)CO                          -111.6470
CCOCCC(C)OC                          -109.3058
CCOCCC(O)CC                          -115.8256
CCOCCC(O)CO                          -144.6226
COC(C)CCCCO                          -110.5583
COC(C)COCCO                          -138.2088
COCCCC(C)CO                          -108.3244
COCCCC(C)OC                          -106.0321
COCCCC(O)CO                          -141.1537
COCCOC(C)CO                          -136.7530
OCCCCC(O)CO                          -145.8350
OCCOCC(O)CO                          -173.7252
CC1(CC1)OCCCO                         -75.2060
CC1(CCCCO)CC1                         -49.3803
CC1(CCCCO)CO1                         -80.0303
CC1(COCCO)CC1                         -77.7926
CC1(COCCO)CN1                         -63.7637
CC1(COCCO)CO1                        -106.6455
CCCCCC1(C)CC1                         -22.7858
CCCCCC1(C)CO1                         -53.4535
CCCCCC1(O)CC1                         -52.7387
CCCCOC1(C)CC1                         -49.1732
CCCOCC1(C)CC1                         -49.0678
CCCOCC1(C)CN1                         -36.9923
CCCOCC1(C)CO1                         -78.5557
CCCOCC1(O)CC1                         -79.4875
CCOCCC1(C)CC1                         -48.2307
CCOCCC1(C)CO1                         -78.6655
CCOCCC1(O)CC1                         -76.5859
COCCCC1(C)CC1                         -44.9130
COCCCC1(C)CO1                         -75.4200
COCCCC1(O)CC1                         -74.8854
COCCOC1(C)CC1                         -70.8982
OCCCCC1(O)CC1                         -79.2422
OCCOCC1(O)CC1                        -109.0733
CC1CC1CCCCO                           -48.3054
CC1CC1COCCO                           -75.3987
CC1CC1OCCCO                           -73.7069
CC1CN1CCCCO                           -30.4386
CC1NC1COCCO                           -62.8444
CC1OC1CCCCO                           -79.9644
CC1OC1COCCO                          -105.6434
CCCCCC1CC1C                           -21.7115
CCCCCC1CC1O                           -49.9978
CCCCCC1CN1C                            -1.8995
CCCCCC1OC1C                           -53.3894
CCCCCN1CC1C                            -3.8159
CCCCOC1CC1C                           -47.6917
CCCCOC1CC1O                           -74.8641
CCCOCC1CC1C                           -46.5891
CCCOCC1CC1O                           -74.9663
CCCOCC1CN1C                           -27.1260
CCCOCC1NC1C                           -34.0882
CCCOCC1OC1C                           -77.0139
CCOCCC1CC1C                           -47.2957
CCOCCC1CC1O                           -75.4407
CCOCCC1CN1C                           -27.3575
